player_id,player_name,age,nationality,club,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,position_group,goal_contribution,performance_score,age_group,experienced
1532,Player_1532,20,Spain,FC Barcelona,CDM,81,87,37,31,17,1393,21.09,1,No,Low,midfielder,48,0.12239770279971285,young,False
1533,Player_1533,24,Argentina,Real Madrid,CDM,72,73,17,9,11,1907,68.16,2,No,Low,midfielder,20,0.051389617199790245,prime,False
1534,Player_1534,36,Argentina,FC Barcelona,CB,76,78,35,39,8,2023,134.0,4,No,Low,defender,47,0.08353929807217005,veteran,False
1535,Player_1535,38,England,Liverpool,RB,68,68,18,16,22,2478,150.01,1,No,Low,defender,38,0.06537530266343826,veteran,False
1536,Player_1536,37,Spain,Bayern Munich,RW,83,84,26,32,23,4459,3.13,0,No,High,winger,55,0.052478134110787174,veteran,False
1537,Player_1537,35,Portugal,Manchester City,GK,73,92,44,5,15,981,59.56,0,No,Low,goalkeeper,20,0.17859327217125381,veteran,False
1538,Player_1538,29,England,FC Barcelona,ST,67,78,19,38,17,3223,76.66,5,No,Low,attacker,55,0.07337883959044368,prime,False
1539,Player_1539,30,Portugal,PSG,CM,78,98,20,17,15,226,164.05,0,No,Medium,midfielder,32,0.588495575221239,veteran,False
1540,Player_1540,26,England,Liverpool,GK,87,77,22,8,15,1266,90.5,3,No,High,goalkeeper,23,0.16492890995260662,prime,False
1541,Player_1541,27,Argentina,Liverpool,RB,89,95,29,7,3,2057,48.91,2,No,Low,defender,10,0.07122022362664074,prime,False
1542,Player_1542,18,England,Manchester City,GK,66,97,24,24,22,2251,70.51,2,No,Low,goalkeeper,46,0.07036872501110618,young,False
1543,Player_1543,25,Argentina,Liverpool,ST,85,92,30,30,21,2941,78.84,1,No,Low,attacker,51,0.07667460047602856,prime,False
1544,Player_1544,33,Netherlands,PSG,GK,70,89,26,3,6,156,120.76,3,No,Low,goalkeeper,9,1.0769230769230769,veteran,False
1545,Player_1545,19,Brazil,FC Barcelona,RW,73,96,33,19,0,2073,7.88,2,No,Low,winger,19,0.049686444766039554,young,False
1546,Player_1546,22,Portugal,Manchester City,GK,80,73,7,27,23,4063,70.41,1,No,Medium,goalkeeper,50,0.04725572237263106,young,False
1547,Player_1547,21,Spain,Liverpool,ST,67,92,18,39,22,760,116.56,4,No,High,attacker,61,0.3361842105263158,young,False
1548,Player_1548,21,Netherlands,Liverpool,ST,62,95,40,0,19,773,51.36,2,No,Medium,attacker,19,0.11384217335058215,young,False
1549,Player_1549,38,Netherlands,PSG,GK,87,81,25,39,0,1552,106.72,5,No,Low,goalkeeper,39,0.1345360824742268,veteran,False
1550,Player_1550,31,England,Bayern Munich,CB,88,87,27,22,7,957,64.63,2,No,Low,defender,29,0.1755485893416928,veteran,False
1551,Player_1551,39,Argentina,Bayern Munich,CM,82,77,3,12,22,253,136.69,4,Yes,Low,midfielder,34,0.6047430830039525,veteran,False
1552,Player_1552,33,France,Juventus,LB,77,74,30,15,7,1569,11.38,4,Yes,Low,defender,22,0.09209687699171447,veteran,False
1553,Player_1553,25,Portugal,Liverpool,CDM,94,80,15,25,9,3218,165.27,2,No,Medium,midfielder,34,0.041330018645121196,prime,False
1554,Player_1554,19,Netherlands,FC Barcelona,LB,72,70,50,30,0,4213,31.3,4,Yes,High,defender,30,0.032755755993353904,young,False
1555,Player_1555,36,England,Manchester City,RB,71,75,9,0,20,3236,28.96,1,No,Low,defender,20,0.045271940667490726,veteran,False
1556,Player_1556,33,Germany,Liverpool,RB,64,67,37,16,24,807,151.4,2,Yes,High,defender,40,0.1982651796778191,veteran,False
1557,Player_1557,26,Brazil,Real Madrid,ST,70,92,47,15,20,1781,156.54,2,No,High,attacker,35,0.08702975856260528,prime,False
1558,Player_1558,19,Brazil,Manchester City,RB,70,79,9,36,13,1221,17.19,0,Yes,Low,defender,49,0.13677313677313677,young,False
1559,Player_1559,34,France,Juventus,CB,90,77,44,9,13,3663,163.62,5,Yes,Low,defender,22,0.04641004641004641,veteran,False
1560,Player_1560,34,Argentina,Bayern Munich,CM,90,81,8,37,9,3200,49.56,2,Yes,Low,midfielder,46,0.0484375,veteran,False
1561,Player_1561,33,England,Liverpool,RB,72,71,38,30,18,879,111.54,0,No,Medium,defender,48,0.19795221843003413,veteran,False
1562,Player_1562,19,Portugal,PSG,RW,73,92,35,9,24,0,12.81,4,No,Low,winger,33,0.0,young,False
1563,Player_1563,19,Argentina,Real Madrid,CM,84,77,50,33,15,166,68.83,5,No,Low,midfielder,48,1.0120481927710843,young,False
1564,Player_1564,22,Brazil,Liverpool,CB,92,81,35,5,8,2063,81.41,5,No,High,defender,13,0.07707222491517209,young,False
1565,Player_1565,29,Argentina,Juventus,LB,92,79,18,27,19,2704,108.17,4,No,Low,defender,46,0.07507396449704141,prime,False
1566,Player_1566,31,Brazil,FC Barcelona,CM,74,92,18,27,15,111,94.79,1,No,Low,midfielder,42,1.3603603603603605,veteran,False
1567,Player_1567,25,Argentina,Real Madrid,CM,75,79,11,12,19,3439,83.34,0,No,Medium,midfielder,31,0.03998255306775225,prime,False
1568,Player_1568,20,France,Juventus,LB,65,75,12,11,7,1125,172.76,2,No,High,defender,18,0.10888888888888888,young,False
1569,Player_1569,30,Spain,Liverpool,CB,84,95,24,39,6,2641,33.71,0,Yes,Low,defender,45,0.06702006815600152,veteran,False
1570,Player_1570,21,France,FC Barcelona,RB,74,68,35,1,10,1429,28.86,4,No,Low,defender,11,0.09237228831350595,young,False
1571,Player_1571,18,France,Real Madrid,ST,63,98,24,7,20,2043,128.56,4,No,Medium,attacker,27,0.05849241311796378,young,False
1572,Player_1572,27,Spain,FC Barcelona,LB,63,91,27,8,5,1634,13.88,1,Yes,Medium,defender,13,0.06884944920440636,prime,False
1573,Player_1573,25,Spain,FC Barcelona,LB,89,74,41,7,14,670,87.18,5,No,High,defender,21,0.25149253731343285,prime,False
1574,Player_1574,19,Netherlands,Real Madrid,LB,93,94,52,2,18,3111,87.39,5,No,Low,defender,20,0.05705560912889746,young,False
1575,Player_1575,25,Netherlands,Real Madrid,LB,86,84,38,8,13,1690,56.15,4,No,Medium,defender,21,0.09644970414201183,prime,False
1576,Player_1576,19,England,FC Barcelona,RB,90,93,29,12,14,3957,167.51,0,No,Low,defender,26,0.04422542330048016,young,False
1577,Player_1577,18,Portugal,Juventus,GK,91,93,4,8,5,964,51.22,5,No,High,goalkeeper,13,0.22655601659751037,young,False
1578,Player_1578,28,Portugal,Bayern Munich,GK,68,87,16,30,23,280,52.28,2,No,Low,goalkeeper,53,0.5828571428571429,prime,False
1579,Player_1579,26,England,Real Madrid,LW,67,85,17,24,9,4446,42.56,2,No,Low,winger,33,0.033513270355375616,prime,False
1580,Player_1580,25,France,Liverpool,LB,73,74,42,7,13,1966,26.67,0,No,Low,defender,20,0.07248219735503561,prime,False
1581,Player_1581,31,France,Manchester City,LB,92,76,46,30,15,2808,65.84,1,Yes,Low,defender,45,0.07051282051282051,veteran,False
1582,Player_1582,24,Brazil,PSG,CM,82,94,20,30,12,1964,122.72,2,No,Low,midfielder,42,0.07586558044806517,prime,False
1583,Player_1583,21,Brazil,FC Barcelona,GK,80,97,21,16,10,3390,133.72,0,No,Low,goalkeeper,26,0.05663716814159292,young,False
1584,Player_1584,27,Portugal,FC Barcelona,RB,71,82,38,18,24,822,146.51,0,Yes,Low,defender,42,0.20985401459854014,prime,False
1585,Player_1585,18,England,PSG,ST,61,78,49,2,2,1437,35.96,4,No,Low,attacker,4,0.030967292971468337,young,False
1586,Player_1586,31,Germany,Bayern Munich,LW,72,86,5,29,7,2061,6.9,5,No,High,winger,36,0.07860262008733625,veteran,False
1587,Player_1587,22,Netherlands,PSG,LW,63,85,49,9,2,3865,175.46,4,No,Low,winger,11,0.018111254851228976,young,False
1588,Player_1588,24,Germany,Real Madrid,RB,79,65,15,28,1,4294,3.07,5,No,Medium,defender,29,0.03458313926408943,prime,False
1589,Player_1589,21,England,PSG,ST,73,79,1,39,20,4036,172.94,1,No,Medium,attacker,59,0.0625619425173439,young,False
1590,Player_1590,32,Brazil,FC Barcelona,CM,89,86,50,17,13,1464,149.27,1,No,Low,midfielder,30,0.08913934426229508,veteran,False
1592,Player_1592,22,Portugal,Manchester City,GK,67,97,29,22,20,2159,70.0,0,No,High,goalkeeper,42,0.07447892542843909,young,False
1593,Player_1593,21,Brazil,Liverpool,LB,71,87,42,10,21,3187,35.9,0,No,Low,defender,31,0.04973329149670536,young,False
1594,Player_1594,32,Germany,Real Madrid,RB,85,66,51,8,14,1165,109.36,4,No,Low,defender,22,0.14034334763948497,veteran,False
1595,Player_1595,29,Argentina,PSG,GK,61,66,36,23,2,789,133.55,2,No,Low,goalkeeper,25,0.1855513307984791,prime,False
1596,Player_1596,21,Argentina,FC Barcelona,LB,73,93,47,24,0,1563,23.99,5,No,Low,defender,24,0.0854126679462572,young,False
1597,Player_1597,29,Brazil,Juventus,CDM,65,67,22,24,14,1322,143.67,5,Yes,Low,midfielder,38,0.10325264750378214,prime,False
1599,Player_1599,34,Spain,Real Madrid,CB,76,93,18,11,21,1491,88.76,5,Yes,High,defender,32,0.11200536552649229,veteran,False
1600,Player_1600,24,England,FC Barcelona,CDM,84,87,45,10,1,1659,154.24,3,No,High,midfielder,11,0.039783001808318265,prime,False
1601,Player_1601,29,England,Bayern Munich,GK,91,80,2,37,17,1315,35.22,1,Yes,Low,goalkeeper,54,0.16608365019011406,prime,False
1602,Player_1602,35,Brazil,Manchester City,RW,71,95,1,27,0,3062,43.92,5,No,High,winger,27,0.042455911169170475,veteran,False
1603,Player_1603,19,France,Bayern Munich,RW,72,98,36,7,8,124,11.77,4,Yes,Medium,winger,15,0.7137096774193549,young,False
1604,Player_1604,24,Netherlands,Manchester City,LB,78,65,16,9,2,3062,26.82,5,No,High,defender,11,0.042455911169170475,prime,False
1605,Player_1605,18,Germany,PSG,LB,84,82,27,24,1,518,26.8,0,No,Medium,defender,25,0.29343629343629346,young,False
1606,Player_1606,24,Brazil,Real Madrid,CB,90,79,17,35,3,2070,37.02,4,No,Low,defender,38,0.08502415458937199,prime,False
1607,Player_1607,29,Argentina,PSG,RW,84,81,32,8,15,4257,51.87,4,Yes,High,winger,23,0.028776133427296218,prime,False
1608,Player_1608,29,Germany,Manchester City,LB,75,74,14,7,21,2676,146.79,4,No,Medium,defender,28,0.06035127055306427,prime,False
1609,Player_1609,17,France,Manchester City,CDM,82,84,21,2,0,2553,164.88,3,No,High,midfielder,2,0.01762632197414806,young,False
1610,Player_1610,22,Argentina,Manchester City,LB,73,70,40,17,8,3935,73.43,3,No,Low,defender,25,0.03621346886912325,young,False
1611,Player_1611,35,Portugal,Liverpool,LW,65,72,26,34,24,1044,23.51,5,No,High,winger,58,0.22557471264367815,veteran,False
1612,Player_1612,32,Netherlands,FC Barcelona,CB,84,98,54,16,7,1787,40.67,1,No,Low,defender,23,0.08729714605484051,veteran,False
1613,Player_1613,24,Spain,Real Madrid,RB,82,96,36,35,5,3535,132.65,5,Yes,Low,defender,40,0.047524752475247525,prime,False
1614,Player_1614,17,Argentina,PSG,ST,71,68,31,27,19,1966,122.1,5,Yes,Medium,attacker,46,0.10198372329603256,young,False
1615,Player_1615,32,Spain,PSG,CM,72,84,44,14,17,2356,174.11,5,No,Medium,midfielder,31,0.05602716468590832,veteran,False
1616,Player_1616,25,Germany,Bayern Munich,ST,93,88,18,18,15,2250,3.1,0,No,Medium,attacker,33,0.07266666666666667,prime,False
1617,Player_1617,29,Spain,Manchester City,ST,65,88,27,21,7,3487,135.26,4,No,Medium,attacker,28,0.03943217665615142,prime,False
1618,Player_1618,27,Germany,Juventus,RB,67,90,27,5,22,141,91.29,2,No,Low,defender,27,1.0602836879432624,prime,False
1619,Player_1619,29,Germany,Manchester City,LB,67,89,9,6,3,1003,162.53,1,No,Medium,defender,9,0.11216350947158524,prime,False
1620,Player_1620,37,Germany,Manchester City,ST,92,71,19,8,2,2154,103.92,1,Yes,Low,attacker,10,0.03899721448467967,veteran,False
1621,Player_1621,26,Germany,Juventus,LW,93,74,24,19,14,2014,80.68,4,Yes,Medium,winger,33,0.0804369414101291,prime,False
1622,Player_1622,20,Germany,PSG,CM,74,76,20,36,5,3608,120.02,1,No,Low,midfielder,41,0.035753880266075386,young,False
1623,Player_1623,22,Argentina,Bayern Munich,ST,94,65,13,10,0,968,150.12,4,No,Low,attacker,10,0.08987603305785125,young,False
1624,Player_1624,23,Germany,FC Barcelona,RW,81,89,21,1,17,3925,51.21,1,No,High,winger,18,0.026369426751592356,prime,False
1625,Player_1625,21,Argentina,Juventus,RB,82,80,52,21,22,3958,19.8,5,No,Low,defender,43,0.04749873673572511,young,False
1626,Player_1626,27,Germany,Liverpool,RB,81,69,25,35,10,2735,78.23,0,Yes,Medium,defender,45,0.06453382084095063,prime,False
1627,Player_1627,29,Spain,Real Madrid,RB,64,83,43,4,2,804,39.01,1,Yes,Low,defender,6,0.12935323383084577,prime,False
1628,Player_1628,35,Portugal,Juventus,CB,90,68,10,6,12,1334,77.6,1,No,Low,defender,18,0.12368815592203898,veteran,False
1629,Player_1629,39,Germany,FC Barcelona,CB,72,70,54,5,16,3984,178.39,2,No,Medium,defender,21,0.03639558232931727,veteran,False
1630,Player_1630,26,France,PSG,CDM,87,90,6,21,17,667,103.55,0,No,Low,midfielder,38,0.23013493253373313,prime,False
1631,Player_1631,26,Germany,Liverpool,GK,79,73,16,9,13,384,125.0,5,No,Medium,goalkeeper,22,0.49374999999999997,prime,False
1632,Player_1632,27,Germany,Liverpool,CM,92,78,17,39,24,3124,122.19,0,Yes,High,midfielder,63,0.07042253521126761,prime,False
1633,Player_1633,37,Spain,Liverpool,LB,75,73,6,19,6,1608,147.82,0,No,High,defender,25,0.08924129353233831,veteran,False
1634,Player_1634,23,Netherlands,Manchester City,ST,88,79,19,27,6,3254,169.97,1,No,High,attacker,33,0.05224339274738783,prime,False
1635,Player_1635,34,England,Real Madrid,GK,82,84,37,22,13,3440,118.76,3,Yes,Medium,goalkeeper,35,0.05720930232558139,veteran,False
1636,Player_1636,20,Spain,PSG,LB,83,72,10,34,23,2748,85.96,1,No,Medium,defender,57,0.07441775836972343,young,False
1637,Player_1637,18,France,PSG,GK,93,96,43,0,14,12,57.55,4,No,Medium,goalkeeper,14,18.599999999999998,young,False
1638,Player_1638,30,England,Liverpool,LB,66,85,15,28,11,3007,65.17,2,No,Medium,defender,39,0.04955104755570336,veteran,False
1639,Player_1639,29,Brazil,PSG,LW,63,83,50,8,11,2207,60.54,0,No,Medium,winger,19,0.044404168554599006,prime,False
1640,Player_1640,28,Brazil,Real Madrid,CB,93,93,54,8,7,4167,58.74,4,No,Low,defender,15,0.038756899448044155,prime,False
1641,Player_1641,23,Netherlands,Real Madrid,CM,81,95,26,21,15,2145,125.19,5,No,Low,midfielder,36,0.06643356643356643,prime,False
1642,Player_1642,18,France,Bayern Munich,RW,64,70,50,1,8,1865,105.99,4,Yes,Low,winger,9,0.034048257372654156,young,False
1643,Player_1643,29,Spain,Juventus,LW,82,68,10,15,1,100,36.76,3,No,Low,winger,16,0.97,prime,False
1644,Player_1644,30,Argentina,Juventus,CB,74,93,15,39,13,4079,174.55,0,No,Low,defender,52,0.04314783035057612,veteran,False
1645,Player_1645,33,France,Bayern Munich,RB,90,67,22,5,23,4376,77.28,1,Yes,Medium,defender,28,0.04250457038391225,veteran,False
1646,Player_1646,25,Portugal,FC Barcelona,CB,68,65,11,12,23,1312,102.11,0,No,Low,defender,35,0.12195121951219512,prime,False
1647,Player_1647,33,England,Juventus,GK,84,79,39,32,15,2796,126.62,2,No,Medium,goalkeeper,47,0.07210300429184549,veteran,False
1648,Player_1648,24,England,Real Madrid,CDM,84,85,2,18,4,449,110.66,0,No,Medium,midfielder,22,0.20935412026726058,prime,False
1649,Player_1649,18,Germany,Real Madrid,LW,80,95,1,14,4,3439,56.33,4,Yes,Low,winger,18,0.029950567025298053,young,False
1650,Player_1650,29,Brazil,Juventus,RB,68,71,37,32,19,3501,143.69,4,No,Low,defender,51,0.04912882033704656,prime,False
1651,Player_1651,19,Netherlands,Real Madrid,GK,81,81,47,9,20,3167,20.27,1,No,Low,goalkeeper,29,0.06138301231449321,young,False
1652,Player_1652,32,England,Bayern Munich,CM,82,83,51,0,17,120,102.63,1,No,Medium,midfielder,17,0.9083333333333333,veteran,False
1653,Player_1653,22,France,Liverpool,CB,63,67,23,11,17,3437,49.56,1,No,Medium,defender,28,0.040587721850450974,young,False
1654,Player_1654,35,England,Liverpool,RB,88,94,28,28,4,3856,111.03,5,Yes,Medium,defender,32,0.043568464730290454,veteran,False
1655,Player_1655,23,Netherlands,PSG,GK,74,93,46,16,10,1075,39.63,2,Yes,Low,goalkeeper,26,0.1652093023255814,prime,False
1656,Player_1656,26,Netherlands,Liverpool,CDM,60,78,45,3,12,4413,139.11,5,No,Medium,midfielder,15,0.019034670292318152,prime,False
1657,Player_1657,25,Netherlands,Manchester City,CB,89,92,33,28,2,2722,41.34,5,No,Medium,defender,30,0.06080088170462895,prime,False
1658,Player_1658,18,France,Bayern Munich,CM,88,94,19,6,16,701,160.33,5,Yes,Low,midfielder,22,0.17118402282453637,young,False
1659,Player_1659,31,Argentina,Real Madrid,CDM,79,90,17,12,24,3348,155.15,0,Yes,Medium,midfielder,36,0.047640382317801676,veteran,False
1660,Player_1660,21,Germany,Juventus,LB,92,71,13,4,17,3668,65.55,3,No,Medium,defender,21,0.04798255179934569,young,False
1661,Player_1661,38,Brazil,Liverpool,GK,81,95,17,5,13,3265,69.75,0,No,Low,goalkeeper,18,0.0595405819295559,veteran,False
1662,Player_1662,20,England,Bayern Munich,CB,72,69,1,33,11,20,126.42,1,No,Medium,defender,44,8.15,young,False
1664,Player_1664,20,Spain,FC Barcelona,RB,67,91,19,27,17,2249,15.03,5,No,Low,defender,44,0.07180969319697643,young,False
1665,Player_1665,34,Brazil,Real Madrid,CM,87,88,33,9,19,2513,24.97,0,No,Low,midfielder,28,0.054715479506565856,veteran,False
1666,Player_1666,20,Argentina,FC Barcelona,RW,68,93,40,3,1,3222,101.46,4,Yes,Low,winger,4,0.0148975791433892,young,False
1667,Player_1667,33,France,Real Madrid,LB,84,86,40,2,6,1182,27.25,5,Yes,Low,defender,8,0.11844331641285956,veteran,False
1668,Player_1668,28,Portugal,Bayern Munich,CDM,75,72,47,24,14,2357,50.33,0,No,Medium,midfielder,38,0.06003394145099703,prime,False
1669,Player_1669,38,Portugal,PSG,LW,69,79,10,22,9,2551,116.62,4,Yes,High,winger,31,0.05605644845158761,veteran,False
1670,Player_1670,33,Germany,Liverpool,LW,70,69,26,26,14,2073,3.3,0,No,Medium,winger,40,0.0844187168355041,veteran,False
1671,Player_1671,26,Germany,Liverpool,CB,90,68,22,13,16,65,32.85,0,Yes,Low,defender,29,2.769230769230769,prime,False
1672,Player_1672,38,Argentina,Manchester City,RB,71,75,37,37,10,4358,167.42,5,Yes,High,defender,47,0.03751720972923359,veteran,False
1673,Player_1673,17,Argentina,Juventus,ST,90,82,43,31,1,471,119.61,0,Yes,Low,attacker,32,0.3651804670912951,young,False
1674,Player_1674,38,Germany,FC Barcelona,CB,73,94,2,22,20,2214,55.35,1,No,Low,defender,42,0.07746160794941283,veteran,False
1675,Player_1675,34,England,Liverpool,LW,91,79,11,39,17,3225,8.63,4,No,Medium,winger,56,0.07488372093023256,veteran,False
1676,Player_1676,34,England,Bayern Munich,LW,76,70,29,36,24,342,105.7,2,Yes,Medium,winger,60,0.7251461988304093,veteran,False
1677,Player_1677,30,France,PSG,LB,94,80,30,2,3,717,40.5,3,No,Low,defender,5,0.20781032078103207,veteran,False
1678,Player_1678,31,Spain,Juventus,ST,60,73,22,34,8,2460,172.85,5,No,Medium,attacker,42,0.07723577235772358,veteran,False
1680,Player_1680,20,Spain,FC Barcelona,LB,63,91,40,33,16,3255,175.36,1,Yes,Medium,defender,49,0.04900153609831029,young,False
1681,Player_1681,19,Argentina,Manchester City,RB,82,77,19,23,16,3265,152.88,4,No,Medium,defender,39,0.05451761102603369,young,False
1682,Player_1682,36,Brazil,Liverpool,LB,87,91,53,0,15,4089,87.2,2,No,High,defender,15,0.039251650770359504,veteran,False
1683,Player_1683,28,France,Bayern Munich,CB,75,73,5,11,19,2530,120.69,5,No,High,defender,30,0.06383399209486167,prime,False
1684,Player_1684,23,France,Juventus,GK,71,69,10,7,24,3632,146.27,4,No,Medium,goalkeeper,31,0.04691629955947137,prime,False
1685,Player_1685,27,Spain,Real Madrid,RW,80,86,34,18,7,1055,104.28,1,No,Low,winger,25,0.12085308056872038,prime,False
1686,Player_1686,17,Netherlands,PSG,CB,76,95,3,8,22,14,11.54,5,No,Medium,defender,30,11.857142857142858,young,False
1687,Player_1687,22,Argentina,Juventus,CM,72,67,28,27,14,3389,84.95,1,Yes,Low,midfielder,41,0.0430805547359103,young,False
1688,Player_1688,31,Argentina,Bayern Munich,LW,91,94,9,13,0,3314,23.94,5,No,High,winger,13,0.027459263729631866,veteran,False
1689,Player_1689,31,Portugal,PSG,ST,74,85,50,26,18,16,128.81,3,Yes,High,attacker,44,12.1875,veteran,False
1690,Player_1690,35,Netherlands,Liverpool,ST,71,70,28,17,24,2581,122.67,2,No,Low,attacker,41,0.0679969004261914,veteran,False
1691,Player_1691,27,Spain,Real Madrid,RW,74,92,37,5,14,1779,178.73,3,No,Medium,winger,19,0.0581787521079258,prime,False
1693,Player_1693,18,Netherlands,Juventus,LW,65,89,39,36,4,80,144.12,1,Yes,Low,winger,40,2.15625,young,False
1694,Player_1694,30,Germany,Manchester City,ST,76,96,7,24,15,3079,48.66,3,Yes,Medium,attacker,39,0.0581357583631049,veteran,False
1695,Player_1695,18,Netherlands,Real Madrid,CM,79,86,37,12,12,1018,61.53,1,No,Low,midfielder,24,0.10952848722986247,young,False
1696,Player_1696,20,England,PSG,LB,68,88,16,22,15,779,165.11,5,No,High,defender,37,0.19768934531450577,young,False
1697,Player_1697,33,Portugal,Liverpool,CB,64,94,18,35,21,1824,136.06,1,No,Low,defender,56,0.09484649122807018,veteran,False
1698,Player_1698,19,Germany,Bayern Munich,CB,82,96,32,32,10,3864,118.12,0,Yes,High,defender,42,0.04528985507246377,young,False
1699,Player_1699,29,Brazil,Real Madrid,GK,92,95,14,20,12,2469,46.1,1,No,Medium,goalkeeper,32,0.08942891859052247,prime,False
1700,Player_1700,25,France,FC Barcelona,LW,73,87,44,33,5,2513,125.89,5,Yes,High,winger,38,0.06744926382809391,prime,False
1701,Player_1701,23,Portugal,PSG,CM,76,97,30,35,19,2130,159.67,5,No,Low,midfielder,54,0.0863849765258216,prime,False
1702,Player_1702,31,Brazil,Manchester City,CDM,78,89,20,16,16,324,41.93,3,No,Medium,midfielder,32,0.4166666666666667,veteran,False
1703,Player_1703,39,France,Juventus,ST,92,88,2,9,4,3490,127.25,2,No,High,attacker,13,0.026934097421203437,veteran,False
1704,Player_1704,27,England,Real Madrid,RB,60,95,1,22,16,676,71.17,4,Yes,Medium,defender,38,0.21301775147928995,prime,False
1705,Player_1705,36,Netherlands,Manchester City,RB,72,77,34,1,0,2011,21.82,3,No,Low,defender,1,0.05420188960716062,veteran,False
1706,Player_1706,18,Argentina,PSG,CB,86,74,40,34,4,3616,137.54,0,No,Medium,defender,38,0.047289823008849555,young,False
1707,Player_1707,31,Germany,Manchester City,CDM,65,87,15,13,4,3133,30.5,4,Yes,High,midfielder,17,0.023779125438876475,veteran,False
1708,Player_1708,30,Spain,Real Madrid,RB,65,82,44,1,6,2704,45.89,1,No,Medium,defender,7,0.040865384615384616,veteran,False
1709,Player_1709,36,Germany,PSG,RW,92,96,50,18,15,1194,141.04,3,Yes,Medium,winger,33,0.13525963149078726,veteran,False
1710,Player_1710,38,England,FC Barcelona,RW,89,97,49,15,17,3075,133.71,4,No,High,winger,32,0.05089430894308943,veteran,False
1711,Player_1711,27,Brazil,Real Madrid,LW,94,92,20,24,5,904,46.13,3,No,Low,winger,29,0.16426991150442477,prime,False
1712,Player_1712,19,Spain,Bayern Munich,CDM,82,80,11,0,1,2904,169.4,1,No,High,midfielder,1,0.015495867768595042,young,False
1713,Player_1713,33,Argentina,Liverpool,RW,69,80,27,1,12,3300,39.14,5,No,Medium,winger,13,0.024242424242424242,veteran,False
1714,Player_1714,28,England,Real Madrid,RW,78,82,11,26,9,1123,178.86,3,Yes,Low,winger,35,0.14381121994657167,prime,False
1715,Player_1715,37,Spain,PSG,CB,87,72,32,1,20,4316,132.95,0,Yes,Low,defender,21,0.03973586654309546,veteran,False
1716,Player_1716,31,England,Juventus,RB,82,80,19,29,19,3057,70.96,4,No,Low,defender,48,0.06215243702976775,veteran,False
1717,Player_1717,32,Netherlands,Liverpool,LW,63,75,39,9,10,2270,23.9,4,No,Medium,winger,19,0.04317180616740088,veteran,False
1718,Player_1718,21,England,Real Madrid,CM,79,70,48,18,20,2724,58.03,4,Yes,Medium,midfielder,38,0.05708516886930984,young,False
1719,Player_1719,36,Argentina,FC Barcelona,LB,78,65,20,15,1,2258,35.28,3,No,High,defender,16,0.05934455270150576,veteran,False
1720,Player_1720,22,Portugal,Juventus,ST,86,76,51,12,7,3862,112.12,1,Yes,High,attacker,19,0.02900051786639047,young,False
1721,Player_1721,35,France,FC Barcelona,ST,93,92,53,7,23,930,64.56,3,No,Low,attacker,30,0.1543010752688172,veteran,False
1722,Player_1722,21,Spain,Bayern Munich,LB,63,81,38,30,21,3646,53.45,3,Yes,Medium,defender,51,0.04566648381788261,young,False
1723,Player_1723,19,Netherlands,Juventus,LB,66,65,40,24,18,4357,136.41,5,No,Medium,defender,42,0.03649299977048428,young,False
1724,Player_1724,17,Argentina,Manchester City,ST,66,96,48,38,19,1271,41.89,4,No,Low,attacker,57,0.1904012588512982,young,False
1725,Player_1725,22,England,Juventus,ST,85,72,41,20,16,3812,105.85,1,Yes,Medium,attacker,36,0.04472717733473242,young,False
1726,Player_1726,31,Netherlands,Liverpool,CM,85,88,35,37,15,797,35.43,2,No,Low,midfielder,52,0.22145545796737767,veteran,False
1727,Player_1727,18,Argentina,Juventus,CDM,78,74,21,28,24,3134,128.81,1,No,Low,midfielder,52,0.06094447989789407,young,False
1728,Player_1728,19,Portugal,PSG,CDM,68,74,25,5,9,3463,112.71,3,No,Low,midfielder,14,0.02310135720473578,young,False
1729,Player_1729,33,Netherlands,PSG,CM,79,89,6,17,4,2587,143.77,0,Yes,Medium,midfielder,21,0.03459605720912254,veteran,False
1730,Player_1730,28,Netherlands,Manchester City,RB,75,74,6,34,13,416,12.8,1,No,Medium,defender,47,0.41466346153846156,prime,False
1731,Player_1731,34,France,Juventus,LB,76,83,7,26,23,4133,38.21,4,Yes,Medium,defender,49,0.04500362932494556,veteran,False
1732,Player_1732,31,Germany,FC Barcelona,GK,81,79,25,4,18,2355,28.23,0,No,Medium,goalkeeper,22,0.08254777070063694,veteran,False
1733,Player_1733,28,Spain,FC Barcelona,LB,72,80,23,6,3,897,34.71,2,No,Low,defender,9,0.13377926421404682,prime,False
1734,Player_1734,32,France,Real Madrid,ST,71,66,23,9,19,52,18.99,2,No,Low,attacker,28,2.4711538461538463,veteran,False
1735,Player_1735,24,Brazil,Bayern Munich,LB,69,93,39,9,15,605,101.39,0,Yes,Low,defender,24,0.23553719008264462,prime,False
1736,Player_1736,30,Spain,Liverpool,ST,60,68,47,27,23,3677,107.02,2,No,Low,attacker,50,0.056295893391351645,veteran,False
1737,Player_1737,33,France,Bayern Munich,LB,91,93,11,35,14,460,151.91,0,No,High,defender,49,0.43369565217391304,veteran,False
1738,Player_1738,37,England,Juventus,RB,89,95,46,9,8,774,75.48,3,No,Medium,defender,17,0.20478036175710596,veteran,False
